"xpts" "ypts" "zpts"
5.39213473458209 26.7812116432807 -1.19001655124616
1.15308473458209 7.7690616432807 9.52536044875384
-2.85046426541791 -13.5650643567193 11.5271464487538
-2.61496126541791 -14.1815033567193 8.58334744875384
-3.91022726541791 -19.3883133567193 5.33010144875384
-4.02797426541791 -20.8789673567193 -0.247999551246159
-2.26170226541791 -19.8592913567193 -5.78649055124616
-3.32146526541791 -14.3249893567193 -7.72653055124616
-1.55520526541791 -10.6746983567193 -11.9124435512462
1.38858373458209 9.3430396432807 -10.2372465512462
4.45377033610318 9.60655340728163 -3.53239432054782
-5.70403610267414 -13.2804846911734 3.01395445749627
4.91179196839339 24.1925855407901 -1.31114772120841
-1.07705823063531 9.35425403569987 1.96634326882072
2.14684365607683 12.6372234630325 5.33393210851204
0.180180922984399 -14.8027537275085 3.83115343961042
-2.23882037998102 -10.5834746452927 10.9776561818382
-3.38653581823243 -12.9151560887219 -7.54303139852133
2.15337737286996 -5.23551854604194 0.50110573497209
3.83203569694531 20.6534827341633 1.45437757202153
5.21714833305202 14.8894303466687 -0.448177958459273
-1.37783681151286 -5.52636798397806 10.6638929548793
4.15565752306518 9.11976622629671 1.85840585543097
3.29841653216837 4.1718129185295 3.90534659675299
2.85381932192314 14.7786291801904 -6.07817191215832
-2.33822066544762 -18.2031313112647 -4.88977837804358
4.00062021376933 19.6476108382857 -3.92230340760288
-0.468572429229738 11.0046562177077 -3.21857690926789
0.193867291224648 3.52053038069745 8.76939493266133
1.44694846444209 -7.47189345426347 -5.03094871833359
-0.462388644133452 -4.87056654861825 -9.75384913941809
-4.26726360977971 -6.82542213079918 -5.34147444552966
-3.71507728305781 -1.75374197452141 5.53888821558271
-0.874930612567033 -19.8952916231667 0.463689679016997
-2.44455900423979 -13.6830806005092 7.72043179332445
2.98275428404913 16.909800656272 4.34448868343073
3.82611814941726 4.24954719949373 -3.38632651489788
3.03168390515566 0.224395688667234 0.500647514339875
-0.78207096675675 -0.846329421600863 10.2930242662958
-1.9987165077436 5.20100547414069 -3.59148186675744
1.76250676451738 -1.98081497565133 5.77572580999981
0.915234918753529 -8.37574194827456 6.10308793443177
-5.37127401283327 -18.911947822359 -0.204300170747477
1.05298037104679 4.75364207157426 -8.81056961558748
-5.44609869255358 -12.6549183414253 -2.56466044309673
-2.54729540885789 -0.733400432304445 -5.67005017332049
-4.28210684252796 -8.13173430192477 6.20209404376049
-4.26968622801848 -0.831113649609058 -0.54083800395327
1.28545954528576 -10.2910462915557 0.325710911340563
-1.32419168637295 -9.56820089172161 -10.1774787818134
0.330951200745136 -15.2588556082144 -1.61382031202677
1.09155577913436 8.09256225686698 7.26128128863037
0.352084009626248 -12.770266287832 -5.87557045712557
2.77600178874968 -2.0222723089634 -4.91701871971842
-3.5848083126762 -18.2568930138261 4.94267030679856
-2.54777802263654 3.60063503082737 2.98233362907204
0.638973446929139 15.878246495561 -0.361669780167182
1.60909494958282 9.67339946846571 -7.94910155240674
-5.4001819973463 -7.01801595993706 0.686232346102586
0.682812285579691 -0.00117777427716098 -9.44162039657741
