"xpts" "ypts" "zpts"
5.39213473458209 26.7812116432807 -1.19001655124616
1.15308473458209 7.7690616432807 9.52536044875384
-2.85046426541791 -13.5650643567193 11.5271464487538
-2.61496126541791 -14.1815033567193 8.58334744875384
-3.91022726541791 -19.3883133567193 5.33010144875384
-4.02797426541791 -20.8789673567193 -0.247999551246159
-2.26170226541791 -19.8592913567193 -5.78649055124616
-3.32146526541791 -14.3249893567193 -7.72653055124616
-1.55520526541791 -10.6746983567193 -11.9124435512462
1.38858373458209 9.3430396432807 -10.2372465512462
0.711819915134525 -13.2396022394949 1.62942015748953
-1.03289113245158 9.59480883129679 1.67802078371044
-5.18772646215283 -19.5985404007149 0.535043201659212
0.829134233721502 -9.00318149764012 5.95001195219619
-1.93999275599506 -16.1946883783132 -5.79867338556107
-4.89631642206754 -7.54204062611403 3.76206973519886
1.93667014496218 -6.39369967082311 0.555064326430861
-3.49198817923312 1.89153624807111 -0.384668844873192
2.51509217680571 14.004418717609 5.07939657017798
0.550487119034983 3.75935980016006 8.73227827708781
3.81704749245397 4.07322810799297 -3.30098282442748
3.30113796279936 19.2511788059979 2.59671095027285
0.36245446786358 14.7685717537006 -0.929566905639623
1.61747556975684 -6.40968290237883 -5.40254520874336
-5.37714777636839 -11.163159655668 -3.02318363972624
-2.11708784785759 4.11935297683748 4.16976553208717
3.89092544259047 7.4495170003285 2.55833954652823
-1.53560119428098 -5.15103963121675 10.4109567730314
-4.93548944378467 -4.42386124377756 -1.09036661380585
1.80916521622291 11.7754129891095 -6.93407770872042
-1.14092704301988 -9.6672995488782 -10.11360956619
-2.6219997658325 -0.407572006594922 -5.29364103466247
-0.593296247623659 -5.48029497896211 -9.97477912881804
3.04789714973232 -1.53266108672353 -3.19093542259614
-2.23121235527762 -9.24562544871005 10.8845701266085
2.90675437766014 1.59447249956594 2.77670037180278
-3.93803432650075 -6.75944754552078 -6.14804527729893
-5.96417828215737 -14.044581283939 0.981859974226914
4.4639793961374 9.39137193616133 -3.23474301061087
1.70309422778754 -2.73447645344191 5.86547063380582
-4.63529184383997 -11.8146638683638 6.15891699960934
0.874845006832254 -11.6851486882303 -3.73056086766863
3.22352794241441 15.9775482757147 -5.51118431643958
4.79941322188449 23.9178024142058 -0.829717804809262
-3.79032362711592 -1.57457660366638 5.12729460847471
1.39814389952233 7.4592796928424 -8.52342175889555
5.07167602394811 14.0603581757961 0.129616303150568
-3.98756764745198 -18.7835487736011 -3.59744585403397
-4.44675930476371 -18.0265011360509 4.80176959760427
4.14218602414303 19.9761345321255 -3.18790597689943
-2.6070200625418 -12.5263911901263 -8.09573272071518
-0.772271840561694 -19.2063835510179 2.16205162479786
0.53485468475033 -1.30905192233379 -9.33995674063891
-2.01778490511224 -12.6362455684522 9.86933188345818
-0.426465315068805 -18.8973101604431 -2.46267200612074
1.25938896042313 8.61929130498834 7.03335072780494
0.867812454576231 3.06886889445168 -8.76731850221222
-1.46048783609241 7.25362260633055 -3.7499967361924
-1.36707751603882 -15.5502336529487 6.20592369147232
-0.776847578283908 -0.590505556819682 10.1934558479507
